Cocaine	Crimmie (Crack-laced tobacco cigarette)
Cocaine	Croak (Cocaine and Methamphetamine)
Cocaine	Crumbs
Cocaine	Crunch & Munch
Cocaine	Crystal
Cocaine	Cubes
Cocaine	Dama Blanca
Cocaine	Demolish
Cocaine	Devil Drug
Cocaine	Devil’s Dandruff
Cocaine	Devilsmoke
Cocaine	Dice
Cocaine	Dip
Cocaine	Dirties (Cocaine and Marijuana)
Cocaine	Dirty Basing
Cocaine	Dirty Joints (Crack and Marijuana)
Cocaine	DOA
Cocaine	Double Bubble
Cocaine	Double Rock (Crack diluted in Procaine)
Cocaine	Double Yoke
Cocaine	Draf (Cocaine, Marijuana, and MDMA)
Cocaine	Dragon Rock (Crack and Heroin)
Cocaine	Dream
Cocaine	Duct
Cocaine	Dust (Cocaine and Marijuana)
Cocaine	Dynamite (Cocaine and Heroin)
Cocaine	Eastside Player
Cocaine	Egg
Cocaine	Eightball (Crack and Heroin)
Cocaine	El Diablito (Cocaine, Marijuana, Heroin, and PCP)
Cocaine	El Diablo (Cocaine, Marijuana, and Heroin) but
Cocaine	El Perico
Cocaine	Electric Kool-Aid
Cocaine	Esnortiar
Cocaine	Ethan (Cocaine and LSD)
Cocaine	Everclear
Cocaine	Eye-Opener
Cocaine	Face
Cocaine	Famous Dimes
Cocaine	Fast White Lady
Cocaine	Fat Bags
Cocaine	Fire (Crack and Methamphetamine)
Cocaine	Fish Scales
Cocaine	Five-Way (Cocaine, Heroin, Methamphetamine, Flunitrazepam, and Alcohol)
Cocaine	Flake
Cocaine	Flamethrowers (Cocaine, Heroin, and Tobacco)
Cocaine	Flat Chunks (Crack and Benzocaine)
Cocaine	Flave
Cocaine	Fleece (Fake Cocaine)
Cocaine	Flex (Fake Crack)
Cocaine	Florida Snow
Cocaine	Foo Foo
Cocaine	Foo Foo Dust
Cocaine	Foo Foo Stuff
Cocaine	Foolish Powder
Cocaine	Freebase
Cocaine	Freeze
Cocaine	French Fries
Cocaine	Fries
Cocaine	Frisco Special (Cocaine, Heroin and LSD)
Cocaine	Frisco Speedball (Cocaine, Heroin, and LSD)
Cocaine	Gaffel (Fake Cocaine)
Cocaine	Gaffle (Fake Crack)
Cocaine	Garbage Rock
Cocaine	Geek (Crack or Cocaine and Marijuana)
Cocaine	Geek Joints (Crack or Cocaine and Marijuana)
Cocaine	Gift of the Sun
Cocaine	Gift of the Sun God
Cocaine	Gimmie (Crack and Marijuana)
Cocaine	Gin
Cocaine	Girl
Cocaine	Girlfriend
Cocaine	Glad Stuff
Cocaine	Glo
Cocaine	Gold
Cocaine	Gold Dust
Cocaine	Golf Ball
Cocaine	Goofball (Cocaine and Heroin)
Cocaine	Gravel
Cocaine	Greek (Cocaine and Marijuana)
Cocaine	Grit
Cocaine	Groceries
Cocaine	Hail
Cocaine	Half-Track
Cocaine	Hamburger Helper
Cocaine	Handlebars (Crack and Alprazolam)
Cocaine	Happy Dust
Cocaine	Happy Powder
Cocaine	Happy Trails
Cocaine	Hardball
Cocaine	Hard Candy
Cocaine	Hard Line
Cocaine	Hard Rock
Cocaine	Hard Stuff
Cocaine	Heaven
Cocaine	Heaven Dust
Cocaine	Hell
Cocaine	Hell Dust
Cocaine	Henry VIII
Cocaine	Her
Cocaine	Hit
Cocaine	Hooter
Cocaine	Hotcakes
Cocaine	How Do You Like Me Now?
Cocaine	Hubba
Cocaine	Hubbas
Cocaine	Hunter
Cocaine	I Am Back
Cocaine	Ice
Cocaine	Ice Cube
Cocaine	Icing
Cocaine	Inca Message
Cocaine	Issues
Cocaine	Jam
Cocaine	Jejo
Cocaine	Jelly
Cocaine	Jellybeans
Cocaine	Johnson
Cocaine	Joy Powder
Cocaine	Junk
Cocaine	Kangaroo
Cocaine	King
Cocaine	King’s Habit
Cocaine	Kokomo
Cocaine	Kryptonite
Cocaine	Lace (Cocaine and Marijuana)
Cocaine	Lady
Cocaine	Lady Caine
Cocaine	Lady Snow
Cocaine	Leaf
Cocaine	Line
Cocaine	Love
Cocaine	Love Affair
Cocaine	Ma’a
Cocaine	Macaroni and Cheese (Cocaine and Marijuana)
Cocaine	Mama Coca
Cocaine	Marching Dust
Cocaine	Marching Powder
Cocaine	Mayo
Cocaine	Merck
Cocaine	Merk
Cocaine	Mexican Speedballs (Crack and Methamphetamine)
Cocaine	Mighty White
Cocaine	Missile Basing (Liquid Crack and PCP)
Cocaine	Mixed Jive
Cocaine	Mo
Cocaine	Mojo
Cocaine	Monkey (Cigarette made with Cocaine paste and Tobacco)
Cocaine	Monos (Cigarette made with Cocaine paste and Tobacco)
Cocaine	Moon Rock (Crack and Heroin)
Cocaine	Mosquitos
Cocaine	Mujer
Cocaine	New Edition
Cocaine	Nieve
Cocaine	Nose
Cocaine	Nose Candy
Cocaine	Nose Powder
Cocaine	Nose Stuff
Cocaine	Nuggets
Cocaine	Number 3
Cocaine	151
Cocaine	Onion
Cocaine	Outer Limits (Crack and LSD)
Cocaine	Oyster Stew
Cocaine	Ozone (Crack, Marijuana, and PCP)
Cocaine	P-Dogs (Cocaine and Marijuana)
Cocaine	P-Funk (Crack and PCP)
Cocaine	Parachute (Smokable mixture of Crack and either PCP or Heroin)
Cocaine	Paradise
Cocaine	Paradise White
Cocaine	Pariba
Cocaine	Parlay
Cocaine	Paste
Cocaine	Patico
Cocaine	Pearl
Cocaine	Pearl Flake
Cocaine	Peebles
Cocaine	Pee-Wee
Cocaine	Perico
Cocaine	Peruvian
Cocaine	Peruvian Lady
Cocaine	Peruvian Marching Powder
Cocaine	Piece
Cocaine	Piedra
Cocaine	Piles
Cocaine	Pimp
Cocaine	Polvo Blanco
Cocaine	Pony
Cocaine	Potato Chips (Crack cut with Benzocaine)
Cocaine	Powder
Cocaine	Powder Diamonds
Cocaine	Press
Cocaine	Prime Time
Cocaine	Primo
Cocaine	Primo Turbo (Crack and Marijuana)
Cocaine	Primos (Tobacco cigarette laced with Cocaine and Heroin)
Cocaine	Product
Cocaine	Pseudocaine (Crack cut with phenylpropanolamine)
Cocaine	Purple Caps
Cocaine	Quill
Cocaine	Racehorse Charlie
Cocaine	Rails
Cocaine	Rane
Cocaine	Raw
Cocaine	Ready Rock
Cocaine	Real Tops
Cocaine	Red Caps
Cocaine	Regular P
Cocaine	Rest in Peace
Cocaine	Richard
Cocaine	Roca
Cocaine	Rock
Cocaine	Rock Attack
Cocaine	Rocks of Hell
Cocaine	Rocky III
Cocaine	Rooster
Cocaine	Rox
Cocaine	Roxanne
Cocaine	Roz
Cocaine	Rush
Cocaine	Sauce
Cocaine	Schmeck
Cocaine	Schoolboy
Cocaine	Schoolcraft
Cocaine	Scorpion
Cocaine	Scottie
Cocaine	Scotty
Cocaine	Scrabble
Cocaine	Scramble (Crack and low purity Heroin)
Cocaine	Scruples
Cocaine	Serpico 21
Cocaine	Seven Up
Cocaine	Shard
Cocaine	She
Cocaine	Sheet Rocking (Crack and LSD)
Cocaine	Sherman (Crack and Marijuana)
Cocaine	Sherms
Cocaine	Sightball
Cocaine	Sleet
Cocaine	Sleigh Ride
Cocaine	Smoke
Cocaine	Smooch
Cocaine	Sneeze
Cocaine	Sniff
Cocaine	Snow
Cocaine	Snow Coke
Cocaine	Snow White
Cocaine	Snowball (Cocaine and Heroin)
Cocaine	Snowcones
Cocaine	Society High
Cocaine	Soda
Cocaine	Soft
Cocaine	Soup
Cocaine	Space
Cocaine	Space Base (Crack dipped in PCP)
Cocaine	Space Cadet (Crack dipped in PCP)
Cocaine	Space Dust (Crack dipped in PCP)
